# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BCES01893|*|unlock|known|eboot_pc|Unlock FPS|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BCES01893|*|60|known|eboot_pc|60 FPS target|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BLJM60518|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016E209E 4270;0 00140C28 3BC0003C;0 004E9C44 3BA00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two Le Cartel Du Diable.|120
BLUS31069|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016E209E 4270;0 00140C28 3BC0003C;0 004E9C44 3BA00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two Le Cartel Du Diable.|120
BLES00659|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003C5F9C 60000000;0 003C6000 60000000;0 003C6010 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two The 40th Day.|120
BLES00659|01.02|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003CC00C 60000000;0 003CC070 60000000;0 003CC080 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two The 40th Day.|120
BLUS30408|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003C5F9C 60000000;0 003C6000 60000000;0 003C6010 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two The 40th Day.|120
BLES01763|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016E209E 4270;0 00140C28 3BC0003C;0 004E9C44 3BA00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two The Devil's Cartel.|120
BLUS31069|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016E209E 4270;0 00140C28 3BC0003C;0 004E9C44 3BA00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two The Devil's Cartel.|120
BLUS30721|01.02|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 008BBD04 60000000;0 008BBD64 60000000;0 008BBD68 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Asura's Wrath.|120
BLES00503|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000D1690 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Batman Arkham Asylum.|120
BLES00827|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000D0A10 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Batman Arkham Asylum GOTY.|120
BLUS30515|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000D0A10 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Batman Arkham Asylum GOTY.|120
BLES01275|01.00|60|untested|ncl|60 FPS v01.09 (RPCS3)|RPCS3 converted USERLIST|0 00272F58 38A00000;0 007D9A98 4BA99501;0 00272F98 3CC041F0;0 00272F9C 7F833000;0 00272FA0 419E0008;0 00272FA4 90640000;0 00272FA8 4E800020;0 0127CF26 4270;0 017D3F88 3F91;0 017D3F90 404E;0 017D3F98 3F91|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Battlefield 3.|120
BLUS30762|01.00|60|untested|ncl|60 FPS v01.09 (RPCS3)|RPCS3 converted USERLIST|0 00272F58 38A00000;0 007D9A98 4BA99501;0 00272F98 3CC041F0;0 00272F9C 7F833000;0 00272FA0 419E0008;0 00272FA4 90640000;0 00272FA8 4E800020;0 0127CF26 4270;0 017D3F88 3F91;0 017D3F90 404E;0 017D3F98 3F91|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Battlefield 3.|120
BLUS30762|01.01|60|untested|ncl|60 FPS v01.09 (RPCS3)|RPCS3 converted USERLIST|0 00272F58 38A00000;0 007D9A98 4BA99501;0 00272F98 3CC041F0;0 00272F9C 7F833000;0 00272FA0 419E0008;0 00272FA4 90640000;0 00272FA8 4E800020;0 0127CF26 4270;0 017D3F88 3F91;0 017D3F90 404E;0 017D3F98 3F91|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Battlefield 3.|120
BLES00261|01.00|60|untested|ncl|60 FPS v01.20 (RPCS3)|RPCS3 converted USERLIST|0 00010BD0 3C004270;0 0004864C 38800001;0 00048040 3BA00000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Battlefield Bad Company Gold Edition.|120
BLJM61272|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003C34F0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 0.|120
NPJB00726|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 003C34F0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 0.|120
BLJM60199|01.00|60|untested|ncl|Unlock FPS v01.01 (RPCS3)|RPCS3 converted USERLIST|0 00C27CC4 60000000;0 00C27CD0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 5 Alternative Edition.|120
BLJM60199|01.01|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00C27CC4 60000000;0 00C27CD0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 5 Alternative Edition.|120
BLES01465|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 010E5B18 60000000;0 010E5B2C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 6.|120
BLJM60405|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 010E5B18 60000000;0 010E5B2C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 6.|120
BLUS30855|01.03|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 010E5B18 60000000;0 010E5B2C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard 6.|120
BLJM61211|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 007D23B4 60000000;0 007D23C8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard Remaster.|120
NPJB00653|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 007CEEB4 60000000;0 007CEEC8 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Biohazard Remaster.|120
BLES00759|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0033CA5C 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Blur.|120
BLUS30295|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 0033CA5C 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Blur.|120
BLES01684|01.00|60|untested|ncl|Unlock FPS v01.15 (RPCS3)|RPCS3 converted USERLIST|0 001EF34C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Borderlands 2.|120
BLES01684|01.01|60|untested|ncl|Unlock FPS v01.15 (RPCS3)|RPCS3 converted USERLIST|0 001EF34C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Borderlands 2.|120
BLES01684|01.15|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 001EF34C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Borderlands 2.|120
BLUS30982|01.15|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 001EF34C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Borderlands 2.|120
NPUB30898|01.15|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 001EF34C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Borderlands 2.|120
NPEB01144|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 001ED76C 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Borderlands 2.|120
BLES01134|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009C1974 2C030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Bulletstorm.|120
BLUS30651|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009C1974 2C030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Bulletstorm.|120
BLES01134|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009C1974 2C030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Bulletstorm.|120
BLUS30651|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 009C1974 2C030001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Bulletstorm.|120
NPEB00622|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00358E88 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Bulletstorm.|120
BLES00148|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 002D6938 60000000;0 11E81A90 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty 4 Modern Warfare.|120
BLJS10013|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 002D6938 60000000;0 11E81A90 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty 4 Modern Warfare.|120
BLES01031|01.13|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00679988 60000000;0 01CC0424 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops.|120
BLES01032|01.13|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00679988 60000000;0 01CC0424 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops.|120
BLES01031|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00647970 60000000;0 01BF08A4 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops.|120
BLES01032|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00647970 60000000;0 01BF08A4 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops.|120
BLUS30591|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 00647970 60000000;0 01BF08A4 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops.|120
BLJM60287|01.00|60|untested|ncl|Unlock FPS v01.13 (RPCS3)|RPCS3 converted USERLIST|0 00679988 60000000;0 01CC0424 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops Dubbed Edition.|120
BLJM60286|01.13|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00679988 60000000;0 01CC0424 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty Black Ops Subtitle.|120
BLES00354|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 005A8E3C 60000000;0 02A947D0 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty World At War.|120
BLES00357|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 005A8E3C 60000000;0 02A947D0 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty World At War.|120
BLUS30192|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 005A8E3C 60000000;0 02A947D0 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty World At War.|120
BLES00354|01.01|60|untested|ncl|Unlock FPS v01.07 (RPCS3)|RPCS3 converted USERLIST|0 005A8E3C 60000000;0 02A947D0 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty World At War.|120
BLUS30192|01.01|60|untested|ncl|Unlock FPS v01.07 (RPCS3)|RPCS3 converted USERLIST|0 005A8E3C 60000000;0 02A947D0 453B8000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Call Of Duty World At War.|120
BLUS30115|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 008FE1AC 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Condemned 2 Bloodshot.|120
BLUS30115|01.01|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01396|01.05|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 00146F48 38800002;0 00146F4C 989F070C;0 00146F50 989F070D;0 001424F0 49444801;0 01586CF0 7EAC42E6;0 01586CF4 3EC0017D;0 01586CF8 62D6E3F8;0 01586CFC 7E96A02A;0 01586D00 FAB60000;0 01586D04 7E74A850;0 01586D08 FA7600E0;0 01586D0C CBD600E0;0 01586D10 FFC0F69C;0 01586D14 FFC0F018;0 01586D18 3E400158;0 01586D1C 62526CF0;0 01586D20 C3B20054;0 01586D24 C3920058;0 01586D28 FFFEE824;0 01586D2C FF9FE000;0 01586D30 419C0008;0 01586D34 FFE0E090;0 01586D38 7E94A278;0 01586D3C 7E94A278;0 01586D40 4E800020;0 01586D44 4C989680;0 01586D48 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dark Souls.|120
BLES01402|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 001466D0 38800002;0 001466D4 989F070C;0 001466D8 989F070D;0 00141C78 494447F9;0 01586470 7EAC42E6;0 01586474 3EC0017D;0 01586478 62D6E3F8;0 0158647C 7E96A02A;0 01586480 FAB60000;0 01586484 7E74A850;0 01586488 FA7600E0;0 0158648C CBD600E0;0 01586490 FFC0F69C;0 01586494 FFC0F018;0 01586498 3E400158;0 0158649C 62526470;0 015864A0 C3B20054;0 015864A4 C3920058;0 015864A8 FFFEE824;0 015864AC FF9FE000;0 015864B0 419C0008;0 015864B4 FFE0E090;0 015864B8 7E94A278;0 015864BC 7E94A278;0 015864C0 4E800020;0 015864C4 4C989680;0 015864C8 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dark Souls.|120
BLUS30782|01.05|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 00146E40 38800002;0 00146E44 989F070C;0 00146E48 989F070D;0 001423E8 494447E9;0 01586BD0 7EAC42E6;0 01586BD4 3EC0017D;0 01586BD8 62D6E3F8;0 01586BDC 7E96A02A;0 01586BE0 FAB60000;0 01586BE4 7E74A850;0 01586BE8 FA7600E0;0 01586BEC CBD600E0;0 01586BF0 FFC0F69C;0 01586BF4 FFC0F018;0 01586BF8 3E400158;0 01586BFC 62526BD0;0 01586C00 C3B20054;0 01586C04 C3920058;0 01586C08 FFFEE824;0 01586C0C FF9FE000;0 01586C10 419C0008;0 01586C14 FFE0E090;0 01586C18 7E94A278;0 01586C1C 7E94A278;0 01586C20 4E800020;0 01586C24 4C989680;0 01586C28 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dark Souls.|120
BLES01733|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00928364 60000000;0 00934DFC 38600001;0 00932AEC 38600001;0 00932954 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dead Space 3.|120
BLUS31053|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00928364 60000000;0 00934DFC 38600001;0 00932AEC 38600001;0 00932954 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dead Space 3.|120
BLES01733|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00928364 60000000;0 00934DFC 38600001;0 00932AEC 38600001;0 00932954 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dead Space 3.|120
BLUS31053|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00928364 60000000;0 00934DFC 38600001;0 00932AEC 38600001;0 00932954 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dead Space 3.|120
BLES00308|01.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00309|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00D5E938 00000000;0 004549A0 38600001;0 00454B60 38600001;0 00455950 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dead Space.|120
BLUS30177|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 00D5E938 00000000;0 004549A0 38600001;0 00454B60 38600001;0 00455950 38600001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Dead Space.|120
BCAS20071|01.00|60|untested|ncl|Unlock FPS v01.04 (RPCS3)|RPCS3 converted USERLIST|0 00024148 981F;0 00019794 496AF37D;0 016C8B10 7EAC42E6;0 016C8B14 3EC00185;0 016C8B18 3AD62608;0 016C8B1C 7E96A02A;0 016C8B20 FAB60000;0 016C8B24 7E74A850;0 016C8B28 FA760018;0 016C8B2C CBD60018;0 016C8B30 FFC0F69C;0 016C8B34 FFC0F018;0 016C8B38 3E40016C;0 016C8B3C 62528B10;0 016C8B40 C3B20054;0 016C8B44 C3920058;0 016C8B48 EFFEE824;0 016C8B4C FF9FE000;0 016C8B50 419C0008;0 016C8B54 FFE0E090;0 016C8B58 7E94A278;0 016C8B5C 7E94A278;0 016C8B60 4E800020;0 016C8B64 4C989680;0 016C8B68 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Demon's Souls.|120
BCJS30022|01.00|60|untested|ncl|Unlock FPS v01.04 (RPCS3)|RPCS3 converted USERLIST|0 000240D0 981F;0 00019794 496AF30D;0 016C8AA0 7EAC42E6;0 016C8AA4 3EC00185;0 016C8AA8 3AD62608;0 016C8AAC 7E96A02A;0 016C8AB0 FAB60000;0 016C8AB4 7E74A850;0 016C8AB8 FA760018;0 016C8ABC CBD60018;0 016C8AC0 FFC0F69C;0 016C8AC4 FFC0F018;0 016C8AC8 3E40016C;0 016C8ACC 62528AA0;0 016C8AD0 C3B20054;0 016C8AD4 C3920058;0 016C8AD8 EFFEE824;0 016C8ADC FF9FE000;0 016C8AE0 419C0008;0 016C8AE4 FFE0E090;0 016C8AE8 7E94A278;0 016C8AEC 7E94A278;0 016C8AF0 4E800020;0 016C8AF4 4C989680;0 016C8AF8 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Demon's Souls.|120
BCJS30022|01.04|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 000240D0 981F;0 00019794 496AF30D;0 016C8AA0 7EAC42E6;0 016C8AA4 3EC00185;0 016C8AA8 3AD62608;0 016C8AAC 7E96A02A;0 016C8AB0 FAB60000;0 016C8AB4 7E74A850;0 016C8AB8 FA760018;0 016C8ABC CBD60018;0 016C8AC0 FFC0F69C;0 016C8AC4 FFC0F018;0 016C8AC8 3E40016C;0 016C8ACC 62528AA0;0 016C8AD0 C3B20054;0 016C8AD4 C3920058;0 016C8AD8 EFFEE824;0 016C8ADC FF9FE000;0 016C8AE0 419C0008;0 016C8AE4 FFE0E090;0 016C8AE8 7E94A278;0 016C8AEC 7E94A278;0 016C8AF0 4E800020;0 016C8AF4 4C989680;0 016C8AF8 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Demon's Souls.|120
BLES00932|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00026AC0 981F;0 0001C534 496ADA1D;0 016C9F50 7EAC42E6;0 016C9F54 3EC00185;0 016C9F58 3AD62608;0 016C9F5C 7E96A02A;0 016C9F60 FAB60000;0 016C9F64 7E74A850;0 016C9F68 FA760018;0 016C9F6C CBD60018;0 016C9F70 FFC0F69C;0 016C9F74 FFC0F018;0 016C9F78 3E40016C;0 016C9F7C 62529F50;0 016C9F80 C3B20054;0 016C9F84 C3920058;0 016C9F88 EFFEE824;0 016C9F8C FF9FE000;0 016C9F90 419C0008;0 016C9F94 FFE0E090;0 016C9F98 7E94A278;0 016C9F9C 7E94A278;0 016C9FA0 4E800020;0 016C9FA4 4C989680;0 016C9FA8 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Demon's Souls.|120
BLUS30443|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00025ED8 981F;0 0001B964 496AC2CD;0 016C7C30 7EAC42E6;0 016C7C34 3EC00185;0 016C7C38 3AD62608;0 016C7C3C 7E96A02A;0 016C7C40 FAB60000;0 016C7C44 7E74A850;0 016C7C48 FA760018;0 016C7C4C CBD60018;0 016C7C50 FFC0F69C;0 016C7C54 FFC0F018;0 016C7C58 3E40016C;0 016C7C5C 3A527C30;0 016C7C60 C3B20054;0 016C7C64 C3920058;0 016C7C68 EFFEE824;0 016C7C6C FF9FE000;0 016C7C70 419C0008;0 016C7C74 FFE0E090;0 016C7C78 7E94A278;0 016C7C7C 7E94A278;0 016C7C80 4E800020;0 016C7C84 4C989680;0 016C7C88 3D4CCCCD|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Demon's Souls.|120
BLES00044|01.01|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 10060170 42700000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Der Pate Die Don-Edition.|120
